ID,AUTHOR,WORK,LOCATION,TEXT
3453,Demosthenes (0014),Against Eubulides (057),3.3,"ἐγὼ γὰρ οἴομαι δεῖν ὑμᾶς τοῖς μὲν ἐξελεγχομένοις ξένοις οὖσιν χαλεπαίνειν, εἰ μήτε πείσαντες μήτε δεηθέντες ὑμῶν λάθρᾳ καὶ βίᾳ τῶν ὑμετέρων ἱερῶν καὶ κοινῶν μετεῖχον, τοῖς δ’ ἠτυχηκόσι καὶ δεικνύουσι πολίτας ὄντας αὑτοὺς βοηθεῖν καὶ σῴζειν, ἐνθυμουμένους ὅτι πάντων οἰκτρότατον πάθος ἡμῖν ἂν συμβαίη τοῖς ἠδικημένοις, εἰ τῶν λαμβανόντων δίκην ὄντες ἂν δικαίως μεθ’ ὑμῶν, ἐν τοῖς διδοῦσι γενοίμεθα καὶ συναδικηθείημεν διὰ τὴν τοῦ πράγματος ὀργήν."
3454,Demosthenes (0014),Against Eubulides (057),15.4,"εἰ δὲ πλείους ἢ εἴκοσιν ὑπόλοιποι ἦσαν τῶν δημοτῶν, περὶ ὧν ἔδει τῇ ὑστεραίᾳ διαψηφίσασθαι, καὶ ὁμοίως ἦν ἀνάγκη συλλέγεσθαι τοὺς δημότας, τί ποτ’ ἦν τὸ δυσχερὲς Εὐβουλίδῃ ἀναβαλέσθαι εἰς τὴν ὑστεραίαν καὶ περὶ ἐμοῦ πρώτου τὴν ψῆφον διδόναι τοῖς δημόταις;"
3455,Demosthenes (0014),Against Eubulides (057),25.1,"εἰ μὲν τοίνυν εὔπορος ὢν ὁ πατὴρ χρήματα δοὺς τούτοις ἐφαίνετο πείσας συγγενεῖς αὐτοὺς ἑαυτοῦ φάσκειν εἶναι, λόγον εἶχεν ἂν ὑποψίαν τιν’ ἔχειν ὡς οὐκ ἦν ἀστός·"
3456,Demosthenes (0014),Against Eubulides (057),27.7,"εἰ δ’ ἐδόθη καὶ διεψηφίσαντο καὶ μηδὲν ᾐτιάσατο πώποτε μηδείς, πῶς οὐ δικαίως ἂν ἐγὼ κατ’ ἐκεῖνον Ἀθηναῖος εἴην, τὸν τελευτήσαντα πρὶν ἀμφισβητηθῆναι τοῦ γένους αὐτῷ;"
3457,Demosthenes (0014),Against Evergus And Mnesibulus (047),21.7,πρὸς δὲ τούτοις ἕτερον ψήφισμα δήμου ἠνάγκαζε τὸ πρὸς μέρος ἡμῖν διδόναι τῶν ὀφειλόντων ἕκαστον εἰσπράξασθαι.
3458,Demosthenes (0014),Against Evergus And Mnesibulus (047),48.1,"διπλῆν οὖν αὐτοὺς δεῖ δίκην δοῦναι, ὅτι τε ἐξηπάτησαν τοὺς δικαστὰς ψευδεῖς μαρτυρίας παρασχόμενοι, κηδεστοῦ καὶ ἀδελφοῦ, καὶ ὅτι ἐμὲ ἠδίκησαν, λῃτουργοῦντα μὲν ὑμῖν προθύμως, ποιοῦντα δὲ τὰ προσταττόμενα, ὑπηρετοῦντα δὲ τοῖς νόμοις καὶ τοῖς ψηφίσμασιν τοῖς ὑμετέροις."
3459,Demosthenes (0014),Against Lacritus (035),3.1,"ἐγὼ δέ, ὦ ἄνδρες δικασταί, χρήματα δανείσας Ἀρτέμωνι τῷ τούτου ἀδελφῷ κατὰ τοὺς ἐμπορικοὺς νόμους, εἰς τὸν Πόντον καὶ πάλιν Ἀθήναζε, τελευτήσαντος ἐκείνου πρὶν ἀποδοῦναί μοι τὰ χρήματα, Λακρίτῳ τουτῳὶ εἴληχα τὴν δίκην ταύτην κατὰ τοὺς αὐτοὺς νόμους τούτους καθ’ οὕσπερ τὸ συμβόλαιον ἐποιησάμην, ἀδελφῷ ὄντι τούτῳ ἐκείνου καὶ ἔχοντι ἅπαντα τὰ Ἀρτέμωνος, καὶ ὅσα ἐνθάδε κατέλιπεν καὶ ὅσα ἦν αὐτῷ ἐν τῇ Φασήλιδι, καὶ κληρονόμῳ ὄντι τῶν ἐκείνου ἁπάντων, καὶ οὐκ ἂν ἔχοντος τούτου δεῖξαι νόμον ὅστις αὐτῷ δίδωσιν ἐξουσίαν ἔχειν μὲν τὰ τοῦ ἀδελφοῦ καὶ διῳκηκέναι ὅπως ἐδόκει αὐτῷ, μὴ ἀποδοῦναι δὲ τὰ ἀλλότρια χρήματα, ἀλλὰ λέγειν νῦν ὅτι οὐκ ἔστιν κληρονόμος, ἀλλ’ ἀφίσταται τῶν ἐκείνου."
3460,Demosthenes (0014),Against Lacritus (035),42.6,"ἐπεὶ δ’ οὖν δεινός ἐστιν καὶ πιστεύει τῷ λέγειν καὶ ταῖς χιλίαις δραχμαῖς ἃς δέδωκεν τῷ διδασκάλῳ, κελεύσατε αὐτὸν διδάξαι ὑμᾶς, ἢ ὡς τὰ χρήματα οὐκ ἔλαβον παρ’ ἡμῶν, ἢ ὡς λαβόντες ἀποδεδώκασιν, ἢ ὅτι τὰς ναυτικὰς συγγραφὰς οὐ δεῖ κυρίας εἶναι, ἢ ὡς δεῖ ἄλλο τι χρήσασθαι τοῖς χρήμασιν ἢ ἐφ’ οἷς ἔλαβον κατὰ τὴν συγγραφήν."
3461,Demosthenes (0014),Against Lacritus (035),50.1,"οὐ τοίνυν ταῦτα μόνον, ὦ ἄνδρες δικασταί, δεινὰ ἐγὼ πάσχω ὑπὸ Λακρίτου τουτουί, ἀλλὰ καὶ χωρὶς τοῦ ἀποστερεῖσθαι τὰ χρήματα καὶ εἰς τοὺς ἐσχάτους ἂν κινδύνους ἀφικόμην τὸ τούτου μέρος, εἰ μή μοι ἡ συγγραφὴ ἐβοήθει ἡ πρὸς τούτους, καὶ ἐμαρτύρει ὅτι εἰς τὸν Πόντον ἔδωκα τὰ χρήματα καὶ πάλιν Ἀθήναζε."
3462,Demosthenes (0014),Against Lacritus (035),55.1,"ἐμοὶ μὲν οὖν ἐστιν, ὦ ἄνδρες δικασταί, πρὸς τούτους ὁ λόγος (τούτοις γὰρ ἔδωκα τὰ χρήματα) τούτοις δ’ ἔσται πρὸς τὸν ναύκληρον ἐκεῖνον τὸν Φασηλίτην, τὸν πολίτην τὸν αὑτῶν, ᾧ φασὶν δανεῖσαι τὰ χρήματα ἄνευ ἡμῶν παρὰ τὴν συγγραφήν·"
3463,Demosthenes (0014),Against Leochares (044),37.3,"καὶ μετὰ ταῦτα ἧκε Παναθηναίων ὄντων τῶν μεγάλων τῇ διαδόσει πρὸς τὸ θεωρικόν, καὶ ἐπειδὴ οἱ ἄλλοι δημόται ἐλάμβανον, ἠξίου καὶ αὑτῷ δίδοσθαι καὶ ἐγγραφῆναι εἰς τὸ γραμματεῖον ἐπὶ τὸ τοῦ Ἀρχιάδου ὄνομα."
3464,Demosthenes (0014),Against Leochares (044),58.3,"οὐδὲ γὰρ ὁ νομοθέτης ἀναγκαῖον αὐτὸ ἐποίησεν τοῖς ἀντιδίκοις, ἀλλ’ ἂν βούλωνται διαμαρτυρεῖν, ἔδωκεν, ὥσπερ διάπειραν ποιούμενος τῶν τρόπων ἑνὸς ἑκάστου ἡμῶν, πῶς ποτ’ ἔχοιμεν πρὸς τὸ προπετῶς τι πράττειν."
3465,Demosthenes (0014),Against Leochares (044),63.8,"εἰ δ’ ἔσται τῷ εἰσποιηθέντι παρὰ τὸν νόμον εἰσποιεῖν ὃν ἂν βούληται, οὐδέποτε τοῖς γένεσιν αἱ κληρονομίαι δοθήσονται."
3466,Demosthenes (0014),Against Leochares (044),64.7,"σὺ τοίνυν, ὦ Λεώστρατε, ἀξιοῖς τῷ τετελευτηκότι εἰσποιητῷ εἰς τὸ ἡμέτερον γένος ὄντι ποιητὸν ἐπὶ τὸν κλῆρον εἰσαγαγεῖν, ὥσπερ ἐπὶ τὰ σαυτοῦ κτήματα καὶ οὐκ εἰς τὰ κατὰ νόμον τῷ προσήκοντι δοθησόμενα βαδίζων."
3467,Demosthenes (0014),Against Leptines (020),2.4,"ἐν μὲν γὰρ τῷ γράψαι μηδέν’ εἶναι ἀτελῆ, τοὺς ἔχοντας ἀφείλετο τὴν ἀτέλειαν, ἐν δὲ τῷ προσγράψαι μηδὲ τὸ λοιπὸν ἐξεῖναι δοῦναι, ὑμᾶς τὸ δοῦναι ὑμῖν ἐξεῖναι."
3468,Demosthenes (0014),Against Leptines (020),2.9,"οὐ γὰρ ἐκεῖνό γ’ ἔνεστιν εἰπεῖν, ὡς τὸν αὐτὸν τρόπον, ὅνπερ τοὺς ἔχοντας τὴν δωρειὰν ἀναξίους ἐνόμιζεν, οὕτω καὶ τὸν δῆμον ἀνάξιον ἡγεῖτο κύριον εἶναι τοῦ δοῦναι, ἐάν τῳ βούληται."
3469,Demosthenes (0014),Against Leptines (020),5.1,"εἰ τοίνυν τις ἐάσας ταῦτ’ αὐτὸ καθ’ αὕτ’ ἐξετάσειεν, πότερόν ποτε λυσιτελέστερόν ἐστι κυρίους μὲν ὑμᾶς εἶναι τῆς δωρειᾶς, ἐξαπατηθέντας δέ τι καὶ φαύλῳ τινὶ δοῦναι, ἢ διὰ τοῦ παντελῶς ἀκύρους γενέσθαι μηδ’ ἂν ἄξιόν τιν’ εἰδῆτ’ ἐξεῖναι τιμῆσαι, εὕροιτ’ ἂν μᾶλλον ἐκεῖνο λυσιτελοῦν."
3470,Demosthenes (0014),Against Leptines (020),5.1,"ὅτι ἐκ μὲν τοῦ πλείονας ἢ προσήκει τιμᾶν πολλοὺς εὖ ποιεῖν προκαλεῖσθ’ ὑμᾶς, ἐκ δὲ τοῦ μηδενὶ μηδέν, μηδ’ ἂν ἄξιος ᾖ, διδόναι, πάντας ἀπείρξετε τοῦ φιλοτιμεῖσθαι."
3471,Demosthenes (0014),Against Leptines (020),27.1,"ὥσθ’ ὅσον ἐνθάδ’ ἀφίετε, ἐκεῖ κομίζεσθε, καὶ δίδοτ’ ἐν τιμῆς μέρει ταῦθ’ ἃ καὶ μὴ λαβοῦσιν ἔστιν ἔχειν τοῖς τοῦ τριηραρχεῖν ἄξια κεκτημένοις."
3472,Demosthenes (0014),Against Leptines (020),29.1,"ἔτι δ’, ὦ ἄνδρες δικασταί, διὰ τὸ γεγράφθαι ἐν τῷ νόμῳ διαρρήδην αὐτοῦ μηδένα μήτε τῶν πολιτῶν μήτε τῶν ἰσοτελῶν μήτε τῶν ξένων εἶναι ἀτελῆ, μὴ διῃρῆσθαι δ’ ὅτου ἀτελῆ, χορηγίας ἤ τινος ἄλλου τέλους, ἀλλ’ ἁπλῶς ἀτελῆ μηδένα πλὴν τῶν ἀφ’ Ἁρμοδίου καὶ Ἀριστογείτονος, καὶ ἐν μὲν τῷ μηδένα πάντας περιλαμβάνειν τοὺς ἄλλους, ἐν δὲ τῷ τῶν ξένων μὴ διορίζειν τῶν οἰκούντων Ἀθήνησιν, ἀφαιρεῖται καὶ Λεύκωνα τὸν ἄρχοντα Βοσπόρου καὶ τοὺς παῖδας αὐτοῦ τὴν δωρειὰν ἣν ὑμεῖς ἔδοτ’ αὐτοῖς."
3473,Demosthenes (0014),Against Leptines (020),31.5,"οὐ γὰρ μόνον διὰ τὸ τὸν τόπον τοῦτον σῖτον ἔχειν πλεῖστον τοῦτο γίγνεται, ἀλλὰ διὰ τὸ κύριον ὄντα τὸν Λεύκων’ αὐτοῦ τοῖς ἄγουσιν Ἀθήναζε ἀτέλειαν δεδωκέναι, καὶ κηρύττειν πρώτους γεμίζεσθαι τοὺς ὡς ὑμᾶς πλέοντας."
3474,Demosthenes (0014),Against Leptines (020),33.1,"τοσούτου τοίνυν δεῖ ταύτην ἀποστερῆσαι τὴν δωρειὰν τὴν πόλιν, ὥστε προσκατασκευάσας ἐμπόριον Θευδοσίαν, ὅ φασιν οἱ πλέοντες οὐδ’ ὁτιοῦν χεῖρον εἶναι τοῦ Βοσπόρου, κἀνταῦθ’ ἔδωκε τὴν ἀτέλειαν ἡμῖν."
3475,Demosthenes (0014),Against Leptines (020),34.1,"τί οὖν οἴεσθ’, ὦ ἄνδρες Ἀθηναῖοι, τοῦτον τὸν τοιοῦτον περὶ ὑμᾶς γεγενημένον, ἐὰν ἀκούσῃ νόμῳ τὴν ἀτέλειαν ὑμᾶς ἀφῃρημένους αὐτὸν καὶ μηδ’ ἂν μεταδόξῃ ποτὲ ψηφισαμένους ἐξεῖναι δοῦναι;"
3476,Demosthenes (0014),Against Leptines (020),37.1,"μὴ γὰρ οἴεσθ’ ὑμῖν ἄλλο τι τὰς στήλας ἑστάναι ταύτας ἢ τούτων πάντων ὧν ἔχετ’ ἢ δεδώκατε συνθήκας, αἷς ὁ μὲν Λεύκων ἐμμένων φανεῖται καὶ ποιεῖν ἀεί τι προθυμούμενος ὑμᾶς εὖ, ὑμεῖς δ’ ἑστώσας ἀκύρους πεποιηκότες, ὃ πολὺ δεινότερον τοῦ καθελεῖν·"
3477,Demosthenes (0014),Against Leptines (020),39.5,παρὰ πᾶσι γὰρ ἀνθρώποις μᾶλλόν ἐστιν ἔθος διὰ τοὺς εὐεργέτας καὶ ἄλλους τινὰς εὖ ποιεῖν τῶν μὴ χρηστῶν ἢ διὰ τοὺς φαύλους τοὺς ὁμολογουμένως ἀξίους χάριτος τὰ δοθέντ’ ἀφαιρεῖσθαι.
3478,Demosthenes (0014),Against Leptines (020),41.5,"Ἐπικέρδης ὁ Κυρηναῖος, ὅς, εἴπερ τις ἄλλος τῶν εἰληφότων, δικαίως ἠξιώθη ταύτης τῆς τιμῆς, οὐ τῷ μεγάλ’ ἢ θαυμάσι’ ἡλίκα δοῦναι, ἀλλὰ τῷ παρὰ τοιοῦτον καιρὸν ἐν ᾧ καὶ τῶν εὖ πεπονθότων ἔργον ἦν εὑρεῖν ἐθέλοντά τινα ὧν εὐεργέτητο μεμνῆσθαι."
3479,Demosthenes (0014),Against Leptines (020),42.1,"οὗτος γὰρ ἁνήρ, ὡς τὸ ψήφισμα τοῦτο δηλοῖ τὸ τότ’ αὐτῷ γραφέν, τοῖς ἁλοῦσι τότ’ ἐν Σικελίᾳ τῶν πολιτῶν, ἐν τοιαύτῃ συμφορᾷ καθεστηκόσιν, ἔδωκε μνᾶς ἑκατὸν καὶ τοῦ μὴ τῷ λιμῷ πάντας αὐτοὺς ἀποθανεῖν αἰτιώτατος ἐγένετο."
3480,Demosthenes (0014),Against Leptines (020),43.1,"σκέψασθε δὴ πρὸς Διὸς καὶ θεῶν, ἄνδρες Ἀθηναῖοι, πῶς ἂν ἄνθρωπος μᾶλλον φανερὸς γένοιτ’ εὔνους ὢν ὑμῖν, ἢ πῶς ἧττον ἄξιος ἀδικηθῆναι, ἢ πρῶτον μὲν εἰ παρὼν τῷ τῆς πόλεως ἀτυχήματι μᾶλλον ἕλοιτο τοὺς ἀτυχοῦντας καὶ τὴν παρὰ τούτων χάριν, ἥτις ποτ’ ἔμελλεν ἔσεσθαι, ἢ τοὺς ἐν ἐκείνῳ τῷ χρόνῳ κεκρατηκότας καὶ παρ’ οἷς ἦν, δεύτερον δέ, ἑτέραν χρείαν ἰδών, εἰ φαίνοιτο διδοὺς καὶ μὴ πῶς ἰδίᾳ τὰ ὄντα σώσει προνοούμενος, ἀλλ’ ὅπως τῶν ὑμετέρων μηδὲν ἐνδεῶς ἕξει τὸ καθ’ αὑτόν."
3481,Demosthenes (0014),Against Leptines (020),45.3,"σκοπεῖτε δὲ μὴ τοῦτο, εἰ μνᾶς ἑκατὸν καὶ πάλιν τάλαντον ἔδωκεν (οὐδὲ γὰρ τοὺς λαβόντας ἔγωγ’ ἡγοῦμαι τὸ πλῆθος τῶν χρημάτων θαυμάσαι) ἀλλὰ τὴν προθυμίαν καὶ τὸ αὐτὸν ἐπαγγειλάμενον ποιεῖν καὶ τοὺς καιροὺς ἐν οἷς."
3482,Demosthenes (0014),Against Leptines (020),54.7,ἀλλ’ ὁ λόγος πρῶτον αἰσχρὸς εἴ τις ἀκούσειεν ὡς Ἀθηναῖοι σκοποῦσιν εἰ χρὴ τοὺς εὐεργέτας ἐᾶν τὰ δοθέντ’ ἔχειν·
3483,Demosthenes (0014),Against Leptines (020),55.2,"ὅρα δέ, εἴ τις ἐκείνους τοὺς καιροὺς εἰδὼς ἤ τινος εἰδότος διεξιόντος ἀκούσας, ἀκούσαι τοῦ νόμου τούτου τὰς τότε δωρειὰς δοθείσας ἀφαιρουμένου, ὅσην ἂν κακίαν τῶν θεμένων τὸν νόμον καταγνοίη, οἳ παρὰ μὲν τὰς χρείας οὕτω φιλάνθρωποι καὶ πάντα ποιοῦντες, ἐπειδὴ δ’ ἐπράξαμεν πάνθ’ ὅσ’ ἂν εὐξαίμεθα, οὕτως ἀχάριστοι καὶ κακοί, ὥστε τούς τ’ ἔχοντας ἀφῃρήμεθα καὶ τὸ λοιπὸν μηδενὶ δοῦναι ταῦτ’ ἐξεῖναι νόμον τεθήκαμεν."
3484,Demosthenes (0014),Against Leptines (020),56.3,"ἔπειτ’ ἐκεῖν’ ἀγνοεῖν φήσομεν, ὅτι τὴν ἀξίαν, ὅταν διδῶμεν, δεῖ σκοπεῖν, οὐ μετὰ ταῦθ’ ὕστερον χρόνῳ παμπληθεῖ;"
3485,Demosthenes (0014),Against Leptines (020),56.5,τὸ μὲν γὰρ ἐξ ἀρχῆς τι μὴ δοῦναι γνώμῃ χρησαμένων ἔργον ἀνθρώπων ἐστί·
